1: np4PN/pp4PP/8/8/8/8/PP4pp/NP4pn w a7 -> a6
2: np4PN/pp4PP/8/8/8/P7/1P4pp/NP4pn b b1 -> c1
3: n1p3PN/pp4PP/8/8/8/P7/1P4pp/NP4pn w h2 -> h3
4: n1p3PN/pp4P1/7P/8/8/P7/1P4pp/NP4pn b g8 -> f8
5: n1p3PN/pp4P1/7P/8/8/P7/1P4pp/NP3p1n w b8 -> c8
6: n1p3PN/pp4P1/7P/8/8/P7/1P4pp/N1P2p1n b a2 -> a3
7: n1p3PN/1p4P1/p6P/8/8/P7/1P4pp/N1P2p1n w g2 -> f2
8: n1p3PN/1p3P2/p6P/8/8/P7/1P4pp/N1P2p1n b c1 -> d1
9: n2p2PN/1p3P2/p6P/8/8/P7/1P4pp/N1P2p1n w a6 -> b6
10: n2p2PN/1p3P2/p6P/8/8/1P6/1P4pp/N1P2p1n b a3 -> b3
11: n2p2PN/1p3P2/1p5P/8/8/1P6/1P4pp/N1P2p1n w h3 -> h4
12: n2p2PN/1p3P2/1p6/7P/8/1P6/1P4pp/N1P2p1n b b2 -> c2
13: n2p2PN/2p2P2/1p6/7P/8/1P6/1P4pp/N1P2p1n w c8 -> c7
14: n2p2PN/2p2P2/1p6/7P/8/1P6/1PP3pp/N4p1n b g7 -> f7
15: n2p2PN/2p2P2/1p6/7P/8/1P6/1PP2p1p/N4p1n w a8 -> c8
16: n2p2PN/2p2P2/1p6/7P/8/1P6/1PP2p1p/2N2p1n b f8 -> g8
17: n2p2PN/2p2P2/1p6/7P/8/1P6/1PP2p1p/2N3pn w g1 -> g2
18: n2p3N/2p2PP1/1p6/7P/8/1P6/1PP2p1p/2N3pn b h7 -> g7
19: n2p3N/2p2PP1/1p6/7P/8/1P6/1PP2pp1/2N3pn w b6 -> c6
20: n2p3N/2p2PP1/1p6/7P/8/2P5/1PP2pp1/2N3pn b g7 -> g6
21: n2p3N/2p2PP1/1p6/7P/8/2P3p1/1PP2p2/2N3pn w g2 -> g3
22: n2p3N/2p2P2/1p4P1/7P/8/2P3p1/1PP2p2/2N3pn b a1 -> c1
23: 2np3N/2p2P2/1p4P1/7P/8/2P3p1/1PP2p2/2N3pn w h1 -> h3
24: 2np4/2p2P2/1p4PN/7P/8/2P3p1/1PP2p2/2N3pn b b3 -> c3
25: 2np4/2p2P2/2p3PN/7P/8/2P3p1/1PP2p2/2N3pn w g3 -> f3
